model,device,train_start,train_end,test_start,test_end,train_rows,test_rows,test_tickers,final_train_mse,mae,rmse,spearman_rank_corr,test_universe_avg_actual_return,top5_avg_actual_return
pytorch_mlp_rocm,AMD Radeon(TM) 8060S Graphics,2021-09-02,2024-12-31,2025-01-02,2026-03-06,413691,147023,502,0.017087215607190457,0.22837411342028335,0.31056538445508314,0.00573570023522406,0.04276301520468015,0.14315348145678025
