fold,train_start,train_end,test_start,test_end,train_rows,test_rows,test_tickers,mae,rmse,spearman_rank_corr,universe_avg_actual_return,top5_avg_actual_return,top10_avg_actual_return
1,2021-09-02,2023-09-05,2023-09-06,2023-12-04,248007,31248,496,0.14747471881468446,0.19737030749618134,-0.014546317303791034,0.12544867194672185,-0.03363072165311013,-0.016396750607947624
2,2021-09-02,2023-12-04,2023-12-05,2024-03-06,279255,31296,497,0.11770460040616207,0.17917361665909085,0.09691518128037467,0.07484229475484455,0.42241304035171884,0.27698151584786057
3,2021-09-02,2024-03-06,2024-03-07,2024-06-05,310551,31311,497,0.10105857383789514,0.1293300406631503,-0.0008733149211889848,0.03278153442649003,0.0927760730096766,0.07014630253875934
4,2021-09-02,2024-06-05,2024-06-06,2024-09-05,341862,31410,499,0.1275359800385802,0.18398869736780227,0.06621467409510556,0.09022742438067706,0.12859880978673274,0.09983173115225392
5,2021-09-02,2024-09-05,2024-09-06,2024-12-04,373272,31437,499,0.11756481591240091,0.17047487144083467,0.028492980225757317,0.01630709423643614,0.17674557272372737,0.176026337729081
6,2021-09-02,2024-12-04,2024-12-05,2025-03-10,404709,31437,499,0.12258300478661309,0.1578899244585064,0.023474489314494557,-0.039020650100889245,-0.052645482570852914,-0.061800518124309395
7,2021-09-02,2025-03-10,2025-03-11,2025-06-09,436146,31457,500,0.13482735202480195,0.204391895989665,0.2163380640881026,0.09940269794016833,0.31904216956080533,0.25374873056957864
8,2021-09-02,2025-06-09,2025-06-10,2025-09-09,467603,31500,500,0.12597688429598508,0.22398777038273138,0.07990048647886638,0.047213740071947716,0.341579551018411,0.28063174414840825
9,2021-09-02,2025-09-09,2025-09-10,2025-12-08,499103,31526,501,0.13523820895179087,0.19661090928000452,0.044631224581411014,0.0642477897794618,0.4492606192346719,0.39857982854624235
