model,train_start,train_end,test_start,test_end,split_date,train_rows,test_rows,test_tickers,mae,rmse,spearman_rank_corr,test_universe_avg_actual_return,top5_avg_actual_return
random_forest_no_history,2021-09-02,2024-12-31,2025-01-02,2026-03-06,2025-01-01,413691,147023,502,0.13422766980727296,0.20466709342357092,0.10391964428252712,0.04276301520468015,0.3553209074887605
