date,open,high,low,close,adj_close,volume
2021-06-09,143.87,144.72,143.87,144.4,137.04,16027
2021-06-10,144.93,145.64,144.3,144.3,136.94,20486
2021-06-11,145.14,145.14,144.0,144.61,137.24,29681
2021-06-14,144.1,144.4,143.57,144.4,137.04,33443
2021-06-15,144.88,145.385,143.7,144.45,137.09,80942
2021-06-16,145.03,145.9,141.64,141.81,134.58,184543
2021-06-17,142.01,142.04,137.775,139.42,132.31,175154
2021-06-18,138.975,139.09,137.29,137.57,130.56,66866
2021-06-21,138.49,139.64,137.86,139.64,132.52,53078
2021-06-22,139.73,141.215,139.73,140.33,133.18,34247
2021-06-23,140.07,140.9,139.465,140.52,133.36,26107
2021-06-24,140.195,140.825,139.51,140.33,133.18,35787
2021-06-25,140.25,141.94,140.25,141.88,134.65,21572
2021-06-28,141.31,141.59,140.36,140.62,133.45,44997
2021-06-29,141.48,141.8,140.775,141.225,134.03,38463
2021-06-30,141.28,141.42,139.27,140.18,133.03,46554
2021-07-01,140.32,141.04,140.04,140.41,133.25,50374
2021-07-02,140.19,140.54,139.74,140.27,133.12,36586
2021-07-06,140.235,141.02,140.01,140.96,133.77,28669
2021-07-07,140.715,142.0,140.7,141.68,134.46,25033
2021-07-08,140.43,140.87,138.54,138.73,131.66,28623
2021-07-09,140.4,140.435,139.62,140.37,133.21,36960
2021-07-12,140.78,141.75,140.34,140.9,133.72,32527
2021-07-13,140.64,140.67,138.995,139.08,131.99,28010
2021-07-14,139.49,139.61,138.46,138.92,131.84,34234
2021-07-15,138.495,140.745,138.495,140.12,132.98,61762
2021-07-16,139.85,140.82,139.74,139.95,132.82,26173
2021-07-19,138.5,138.5,135.52,136.65,129.68,30867
2021-07-20,137.38,139.8,137.38,139.29,132.19,34808
2021-07-21,139.78,146.98,139.725,140.79,133.61,84625
2021-07-22,141.76,142.46,141.12,142.09,134.85,26341
2021-07-23,142.89,143.26,142.25,143.045,135.75,27744
2021-07-26,138.8,141.24,138.76,140.16,133.02,130034
2021-07-27,139.155,141.11,138.72,140.26,133.11,91867
2021-07-28,139.62,139.875,137.24,137.52,130.51,62571
2021-07-29,138.205,139.92,138.205,139.45,132.34,49619
2021-07-30,141.155,141.545,139.16,139.25,132.15,118333
2021-08-02,140.51,141.075,138.99,139.19,132.09,57521
2021-08-03,139.07,140.025,138.3,138.49,131.43,90943
2021-08-04,137.935,138.865,136.95,136.96,129.98,33176
2021-08-05,137.935,138.695,137.275,138.65,131.58,33540
2021-08-06,139.4,139.59,138.37,139.13,132.04,32244
2021-08-09,138.955,140.33,138.6,140.33,133.18,50157
2021-08-10,140.48,141.01,140.33,140.925,133.74,23608
2021-08-11,141.53,143.44,141.53,142.28,135.03,69677
2021-08-12,142.28,142.74,140.96,141.52,134.31,26681
2021-08-13,142.15,142.22,140.3,140.32,133.17,85154
2021-08-16,139.885,143.225,139.885,142.91,135.63,66264
2021-08-17,141.63,142.795,141.04,141.64,134.42,95720
2021-08-18,140.71,142.45,140.71,141.13,133.94,72126
2021-08-19,140.63,142.39,140.63,141.99,134.75,47232
2021-08-20,142.115,143.92,141.8,143.07,135.78,53572
2021-08-23,143.64,144.49,143.15,143.15,135.85,39926
2021-08-24,143.39,143.61,142.76,143.405,136.09,28234
