model,train_start,train_end,test_start,test_end,split_date,train_rows,test_rows,test_tickers,mae,rmse,spearman_rank_corr,test_universe_avg_actual_return,top5_avg_actual_return
xgboost_no_history,2020-10-20,2024-12-31,2025-01-02,2026-03-09,2025-01-01,520036,147525,502,0.13729433903806693,0.20952057806265487,0.05963321454685922,0.04278728619612864,0.17927336766882995
